2021-03-05 15:34:19,410 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.9, 'current_lng_lat': None, 'liquid_level': 8.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 74.1, 'sampling_depth': 3.1, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 1.2, 'sampling_count': 0.0, 'capicity': 0.2, 'totle_time': 384960, 'runtime': 10, 'totle_distance': 20996.1, 'run_distance': 0, 'mapId': ''}}
2021-03-05 15:34:29,550 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.8, 'current_lng_lat': [114.524096, 30.506853], 'liquid_level': 1.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 39.7, 'sampling_depth': 4.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 2.2, 'sampling_count': 0.0, 'capicity': 0.4, 'totle_time': 384970, 'runtime': 20, 'totle_distance': 20996.1, 'run_distance': 0, 'mapId': '1354291518018142209'}}
2021-03-05 15:34:39,687 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 99.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 92.9, 'sampling_depth': 4.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 3.2, 'sampling_count': 1.0, 'capicity': 0.5, 'totle_time': 384980, 'runtime': 30, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:36:31,158 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 25.1, 'sampling_depth': 5.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 14.4, 'sampling_count': 4.0, 'capicity': 2.4, 'totle_time': 385091, 'runtime': 142, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:36:41,296 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.8, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 36.6, 'sampling_depth': 2.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 15.4, 'sampling_count': 5.0, 'capicity': 2.6, 'totle_time': 385101, 'runtime': 152, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:36:51,431 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 2.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 46.1, 'sampling_depth': 0.5, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 16.4, 'sampling_count': 5.0, 'capicity': 2.7, 'totle_time': 385111, 'runtime': 162, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:01,566 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 7.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 8.6, 'sampling_depth': 1.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 17.4, 'sampling_count': 5.0, 'capicity': 2.9, 'totle_time': 385121, 'runtime': 172, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:11,690 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 46.3, 'sampling_depth': 4.1, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 18.4, 'sampling_count': 6.0, 'capicity': 3.1, 'totle_time': 385131, 'runtime': 182, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:21,821 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 74.7, 'sampling_depth': 3.3, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 19.4, 'sampling_count': 6.0, 'capicity': 3.2, 'totle_time': 385142, 'runtime': 193, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:31,959 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.3, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.4, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 12.8, 'sampling_depth': 0.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 20.4, 'sampling_count': 6.0, 'capicity': 3.4, 'totle_time': 385152, 'runtime': 203, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:42,090 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.2, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 64.9, 'sampling_depth': 0.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 21.5, 'sampling_count': 7.0, 'capicity': 3.6, 'totle_time': 385162, 'runtime': 213, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:37:52,223 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 6.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 59.9, 'sampling_depth': 0.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 22.5, 'sampling_count': 7.0, 'capicity': 3.7, 'totle_time': 385172, 'runtime': 223, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:02,360 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.9, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 28.6, 'sampling_depth': 3.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 23.5, 'sampling_count': 7.0, 'capicity': 3.9, 'totle_time': 385182, 'runtime': 233, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:12,491 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 98.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.1, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 22.9, 'sampling_depth': 4.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 24.5, 'sampling_count': 8.0, 'capicity': 4.1, 'totle_time': 385192, 'runtime': 243, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:22,615 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 9.4, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 2.8, 'sampling_depth': 1.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 25.5, 'sampling_count': 8.0, 'capicity': 4.3, 'totle_time': 385202, 'runtime': 253, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:32,752 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 7.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 57.8, 'sampling_depth': 4.6, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 26.5, 'sampling_count': 8.0, 'capicity': 4.4, 'totle_time': 385213, 'runtime': 264, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:42,884 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 1.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 62.1, 'sampling_depth': 1.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 27.5, 'sampling_count': 9.0, 'capicity': 4.6, 'totle_time': 385223, 'runtime': 274, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:38:53,016 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.6, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 3.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 45.6, 'sampling_depth': 1.6, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 28.6, 'sampling_count': 9.0, 'capicity': 4.8, 'totle_time': 385233, 'runtime': 284, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:03,148 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 2.9, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 24.9, 'sampling_depth': 2.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 29.6, 'sampling_count': 9.0, 'capicity': 4.9, 'totle_time': 385243, 'runtime': 294, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:13,275 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.5, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 55.7, 'sampling_depth': 1.8, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 30.6, 'sampling_count': 10.0, 'capicity': 5.1, 'totle_time': 385253, 'runtime': 304, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:23,411 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.4, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 7.3, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 6.9, 'sampling_depth': 2.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 31.6, 'sampling_count': 10.0, 'capicity': 5.3, 'totle_time': 385263, 'runtime': 314, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:33,552 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.3, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.0, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 30.2, 'sampling_depth': 3.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 32.6, 'sampling_count': 10.0, 'capicity': 5.4, 'totle_time': 385273, 'runtime': 324, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:43,688 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.2, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 8.6, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 92.3, 'sampling_depth': 4.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 33.6, 'sampling_count': 11.0, 'capicity': 5.6, 'totle_time': 385283, 'runtime': 334, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:39:53,824 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.1, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 0.9, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 40.7, 'sampling_depth': 5.0, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 34.6, 'sampling_count': 11.0, 'capicity': 5.8, 'totle_time': 385294, 'runtime': 345, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:40:03,952 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 97.0, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 4.8, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 48.6, 'sampling_depth': 2.7, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 35.6, 'sampling_count': 11.0, 'capicity': 5.9, 'totle_time': 385304, 'runtime': 355, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:40:14,079 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 96.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 5.4, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 47.5, 'sampling_depth': 4.2, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 36.7, 'sampling_count': 12.0, 'capicity': 6.1, 'totle_time': 385314, 'runtime': 365, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:40:24,212 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 96.9, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 7.2, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 55.6, 'sampling_depth': 4.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 37.7, 'sampling_count': 12.0, 'capicity': 6.3, 'totle_time': 385324, 'runtime': 375, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:40:34,349 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 96.8, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 3.7, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 48.4, 'sampling_depth': 1.4, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 38.7, 'sampling_count': 12.0, 'capicity': 6.4, 'totle_time': 385334, 'runtime': 385, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
2021-03-05 15:40:44,480 data_manager.py[line:1079] INFO {'发送状态数据': {'dump_energy': 96.7, 'current_lng_lat': [114.524264, 30.506695], 'liquid_level': 2.5, 'b_leakage': False, 'direction': None, 'speed': None, 'attitude_angle': None, 'b_online': True, 'b_homing': False, 'charge_energy': 97.9, 'sampling_depth': 4.9, 'ship_code': '3c50f4c3-a9c1-4872-9f18-883af014380a', 'pool_code': None, 'data_flow': 39.7, 'sampling_count': 13.0, 'capicity': 6.6, 'totle_time': 385344, 'runtime': 395, 'totle_distance': 21018.0, 'run_distance': 21.9, 'mapId': '1354291518018142209', 'home_lng_lat': [114.524096, 30.506853]}}
